description,industry,level,size,line_code,value
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Computer systems design,2,total,C2604.04,81
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Other professional scientific,2,total,C2604.04,249
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Administrative & support services,1,total,C2604.04,240
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Education & training,1,total,C2604.04,162
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Health care & social assistance,1,total,C2604.04,414
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Arts & recreation services,1,total,C2604.04,57
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Other services,1,total,C2604.04,234
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",total,0,total,C2604.04,6309
"In preventing the business from reducing wages or salaries, importance of employees would reduce their effort: not important",total,0,6–19 employees,C2605.01,4350
"In preventing the business from reducing wages or salaries, importance of employees would reduce their effort: not important",total,0,20–49 employees,C2605.01,726
"In preventing the business from reducing wages or salaries, importance of employees would reduce their effort: not important",total,0,50–99 employees,C2605.01,210
